nombre_archivo1,nombre_archivo2,similaridad
emt15.txt,eft83.txt,1.042
emt15.txt,ehc122.txt,1.311
emt15.txt,evj284.txt,1.031
emt15.txt,mul27.txt,1.012
emt15.txt,peh66.txt,1.014
emt15.txt,peh70.txt,1.12
emt15.txt,prz50.txt,1.067
emt15.txt,prz293.txt,1.133
emt15.txt,smu2.txt,1.581
emt15.txt,smu50.txt,1.342
emt15.txt,smu251.txt,1.032
aky0.txt,aky1.txt,1.013
aky0.txt,aky121.txt,1.278
aky0.txt,aky134.txt,1.038
aky0.txt,aky149.txt,1.275
aky0.txt,aky151.txt,1.318
aky0.txt,aky154.txt,1.226
aky0.txt,aky157.txt,1.171
aky0.txt,aky164.txt,1.73
aky0.txt,aky168.txt,1.142
aky0.txt,ame41.txt,1.333
aky0.txt,bah107.txt,1.037
aky0.txt,bah147.txt,1.226
aky0.txt,bah245.txt,1.159
aky0.txt,bah252.txt,1.143
aky0.txt,bgt353.txt,1.12
aky0.txt,bgt361.txt,1.215
aky0.txt,bwa297.txt,1.674
aky0.txt,bwa299.txt,1.167
aky0.txt,ecu114.txt,1.027
aky0.txt,ecu169.txt,1.183
aky0.txt,edo267.txt,1.135
aky0.txt,edo292.txt,1.151
aky0.txt,enq226.txt,1.292
aky0.txt,erk0.txt,1.386
aky0.txt,euz136.txt,1.431
aky0.txt,gqc70.txt,1.083
aky0.txt,gqc130.txt,1.814
aky0.txt,hce287.txt,1.485
aky0.txt,hmd29.txt,1.179
aky0.txt,hmd183.txt,1.206
aky0.txt,hmd275.txt,1.184
aky0.txt,hmd415.txt,1.05
aky0.txt,hsz32.txt,2.537
aky0.txt,hte138.txt,1.008
aky0.txt,hte190.txt,1.155
aky0.txt,mul97.txt,1.095
aky0.txt,peh200.txt,1.119
aky0.txt,peh269.txt,1.395
aky0.txt,pnl262.txt,1.069
aky0.txt,prz94.txt,1.205
aky0.txt,prz112.txt,1.105
aky0.txt,saq87.txt,1.183
aky0.txt,saq233.txt,1.042
aky0.txt,smu330.txt,1.033
aky0.txt,sra184.txt,1.171
aky0.txt,toi141.txt,1.128
aky0.txt,tvh47.txt,1.173
aky1.txt,aky126.txt,1.024
aky1.txt,aky137.txt,1.074
aky1.txt,aky151.txt,1.05
aky1.txt,aky155.txt,1.025
aky1.txt,aky157.txt,1.25
aky1.txt,ame61.txt,1.127
aky1.txt,bah200.txt,1.125
aky1.txt,bah239.txt,1.024
aky1.txt,bah270.txt,1.04
aky1.txt,bgt3.txt,1.042
aky1.txt,bgt161.txt,1.097
aky1.txt,bgt304.txt,1.166
aky1.txt,bwa86.txt,1.076
aky1.txt,bwa242.txt,1.24
aky1.txt,bwa250.txt,1.26
aky1.txt,ckh105.txt,1.116
aky1.txt,ecu10.txt,1.087
aky1.txt,ecu79.txt,1.009
aky1.txt,ecu114.txt,1.004
aky1.txt,edo267.txt,1.069
aky1.txt,emt20.txt,1.295
aky1.txt,emt119.txt,1.06
aky1.txt,enq14.txt,1.053
aky1.txt,enq103.txt,1.384
aky1.txt,enq132.txt,1.121
aky1.txt,erk0.txt,1.1
aky1.txt,esv294.txt,1.042
aky1.txt,evj16.txt,2.264
aky1.txt,evj250.txt,1.014
aky1.txt,hmd10.txt,1.066
aky1.txt,hmd183.txt,1.022
aky1.txt,hsz47.txt,1.051
aky1.txt,hte64.txt,1.028
aky1.txt,hte99.txt,1.252
aky1.txt,peh208.txt,1.109
aky1.txt,prz112.txt,1.26
aky1.txt,prz253.txt,1.436
aky1.txt,smu266.txt,1.295
aky1.txt,toi49.txt,1.01
aky1.txt,toi178.txt,1.091
aky10.txt,aky14.txt,1.542
aky10.txt,aky103.txt,1.066
aky10.txt,aky120.txt,1.488
aky10.txt,aky122.txt,1.251
aky10.txt,aky141.txt,1.28
aky10.txt,aky147.txt,1.085
aky10.txt,aky149.txt,1.707
aky10.txt,aky154.txt,1.092
aky10.txt,aky157.txt,2.849
aky10.txt,aky159.txt,1.572
aky10.txt,aky168.txt,1.208
aky10.txt,bah67.txt,1.055
aky10.txt,bgt358.txt,1.69
aky10.txt,bwa87.txt,1.251
aky10.txt,emt135.txt,1.123
aky10.txt,enq54.txt,1.101
aky10.txt,esv254.txt,1.045
aky10.txt,euz26.txt,1.056
aky10.txt,euz139.txt,1.113
aky10.txt,exw96.txt,1.248
aky10.txt,gqc169.txt,1.328
aky10.txt,hal56.txt,1.282
aky10.txt,hal121.txt,1.135
aky10.txt,hal248.txt,2.493
aky10.txt,hce7.txt,1.109
aky10.txt,hce40.txt,1.547
aky10.txt,hce48.txt,2.38
aky10.txt,hce223.txt,1.038
aky10.txt,hmd253.txt,1.357
aky10.txt,hmd350.txt,1.046
aky10.txt,hsz15.txt,1.172
aky10.txt,hsz98.txt,1.024
aky10.txt,hsz102.txt,1.252
aky10.txt,hsz131.txt,1.127
aky10.txt,hsz142.txt,1.059
aky10.txt,hte5.txt,1.237
aky10.txt,hte35.txt,1.105
aky10.txt,hte116.txt,1.41
aky10.txt,hte167.txt,1.163
aky10.txt,hte190.txt,1.001
aky10.txt,hte269.txt,1.335
aky10.txt,hte276.txt,1.708
aky10.txt,hte298.txt,2.088
aky10.txt,hte319.txt,3.142
aky10.txt,hte326.txt,2.57
aky10.txt,hte342.txt,1.061
aky10.txt,hte357.txt,1.201
aky10.txt,hte371.txt,1.179
aky10.txt,hte441.txt,1.076
aky10.txt,peh200.txt,1.07
aky10.txt,prz141.txt,1.06
aky10.txt,prz286.txt,1.272
aky10.txt,smu185.txt,1.107
aky10.txt,smu283.txt,2.465
aky10.txt,sra64.txt,1.065
aky10.txt,sra126.txt,1.26
aky14.txt,hal248.txt,1.141
aky14.txt,hce48.txt,1.02
aky14.txt,hte5.txt,1.017
aky14.txt,hte298.txt,1.069
aky14.txt,hte326.txt,1.303
aky14.txt,hte342.txt,1.088
aky14.txt,smu283.txt,1.293
aky15.txt,aky122.txt,1.199
aky15.txt,aky162.txt,1.134
aky15.txt,ame86.txt,1.145
aky15.txt,bgt306.txt,1.476
aky15.txt,bmu392.txt,1.06
aky15.txt,ckh99.txt,1.088
aky15.txt,esv53.txt,1.055
aky15.txt,euz129.txt,1.01
aky15.txt,euz223.txt,1.136
aky15.txt,gqc197.txt,1.029
aky15.txt,gqc203.txt,1.039
aky15.txt,hce252.txt,1.004
aky15.txt,hmd219.txt,1.522
aky15.txt,hsz76.txt,1.249
aky15.txt,hsz102.txt,1.033
aky15.txt,hte283.txt,1.412
aky15.txt,hte357.txt,1.598
aky15.txt,mul74.txt,1.037
aky15.txt,smu185.txt,1.102
aky16.txt,aky112.txt,1.056
aky16.txt,aky122.txt,1.446
aky16.txt,aky134.txt,1.513
aky16.txt,aky149.txt,1.027
aky16.txt,aky151.txt,1.4
aky16.txt,aky152.txt,1.153
aky16.txt,aky154.txt,1.78
aky16.txt,aky156.txt,1.139
aky16.txt,aky157.txt,1.558
aky16.txt,aky168.txt,1.076
aky16.txt,alx47.txt,1.048
aky16.txt,ame29.txt,1.103
aky16.txt,ame61.txt,1.068
aky16.txt,bah239.txt,1.14
aky16.txt,bmu58.txt,1.012
aky16.txt,bmu262.txt,1.058
aky16.txt,bmu415.txt,1.292
aky16.txt,bwa242.txt,1.036
aky16.txt,ecu52.txt,1.414
aky16.txt,ecu249.txt,1.006
aky16.txt,emt135.txt,1.166
aky16.txt,esv254.txt,1.231
aky16.txt,evj202.txt,1.058
aky16.txt,evj299.txt,1.15
aky16.txt,hce12.txt,1.344
aky16.txt,hce180.txt,1.076
aky16.txt,hmd29.txt,1.057
aky16.txt,hmd387.txt,1.081
aky16.txt,hte190.txt,1.368
aky16.txt,hte276.txt,1.033
aky16.txt,hte326.txt,1.222
aky16.txt,mul41.txt,1.121
aky16.txt,pko18.txt,1.161
aky16.txt,pko225.txt,1.105
aky16.txt,saq173.txt,1.154
aky16.txt,smu283.txt,1.435
aky16.txt,smu338.txt,1.009
aky16.txt,sra126.txt,1.021
aky17.txt,aky100.txt,1.173
aky17.txt,aky154.txt,1.366
aky17.txt,bah63.txt,1.125
aky17.txt,bgt347.txt,1.29
aky17.txt,ecu205.txt,1.156
aky17.txt,emt119.txt,1.037
aky17.txt,esv315.txt,1.247
aky17.txt,hmd29.txt,1.151
aky17.txt,hmd275.txt,1.124
aky17.txt,hmd387.txt,1.186
aky17.txt,hsz83.txt,3.636
aky17.txt,hte190.txt,1.003
aky17.txt,saq188.txt,1.337
aky100.txt,aky122.txt,1.189
aky100.txt,aky139.txt,1.271
aky100.txt,aky149.txt,1.062
aky100.txt,aky154.txt,1.418
aky100.txt,aky162.txt,1.245
aky100.txt,aky164.txt,1.15
aky100.txt,bwa297.txt,1.454
aky100.txt,ckh105.txt,1.033
aky100.txt,esv315.txt,1.506
aky100.txt,gqc130.txt,1.329
aky100.txt,hal56.txt,1.027
aky100.txt,hte174.txt,1.822
aky100.txt,hte198.txt,1.822
aky100.txt,hte269.txt,1.2
aky100.txt,hte357.txt,1.197
aky100.txt,peh269.txt,1.057
aky101.txt,aky168.txt,1.073
aky101.txt,ame204.txt,1.283
aky101.txt,bah48.txt,1.013
aky101.txt,bah105.txt,1.672
aky101.txt,bah200.txt,1.101
aky101.txt,bah270.txt,1.142
aky101.txt,bgt16.txt,1.062
aky101.txt,bgt99.txt,1.259
aky101.txt,bwa0.txt,1.059
aky101.txt,bwa8.txt,1.829
aky101.txt,bwa242.txt,1.361
aky101.txt,bwa305.txt,1.132
aky101.txt,ckh114.txt,4.577
aky101.txt,ecu14.txt,1.848
aky101.txt,ecu15.txt,3.142
aky101.txt,ecu52.txt,1.1
aky101.txt,ecu61.txt,1.678
aky101.txt,ecu86.txt,1.414
aky101.txt,ecu96.txt,1.972
aky101.txt,ecu180.txt,1.197
aky101.txt,ecu294.txt,1.676
aky101.txt,edo255.txt,1.369
aky101.txt,edo267.txt,1.075
aky101.txt,eft142.txt,1.038
aky101.txt,ehc71.txt,1.374
aky101.txt,ehc164.txt,1.119
aky101.txt,ehc207.txt,1.056
aky101.txt,ehc239.txt,1.383
aky101.txt,emt20.txt,1.996
aky101.txt,enq48.txt,1.232
aky101.txt,enq79.txt,1.059
aky101.txt,enq236.txt,1.077
aky101.txt,eqw140.txt,1.564
aky101.txt,eqw279.txt,1.455
aky101.txt,erk0.txt,1.152
aky101.txt,erk65.txt,1.068
aky101.txt,erk94.txt,1.264
aky101.txt,erk127.txt,1.037
aky101.txt,esv24.txt,1.292
aky101.txt,esv33.txt,1.989
aky101.txt,esv39.txt,1.166
aky101.txt,esv210.txt,1.082
aky101.txt,evj16.txt,1.555
aky101.txt,evj145.txt,1.218
aky101.txt,evj167.txt,1.018
aky101.txt,evj196.txt,1.48
aky101.txt,evj202.txt,1.07
aky101.txt,evj243.txt,1.612
aky101.txt,evj265.txt,1.062
aky101.txt,hal207.txt,1.044
aky101.txt,peh88.txt,1.268
aky101.txt,peh295.txt,1.241
aky101.txt,pko170.txt,1.109
aky101.txt,prz33.txt,1.706
aky101.txt,prz65.txt,1.071
aky101.txt,prz134.txt,1.038
aky101.txt,prz136.txt,1.05
aky101.txt,prz143.txt,1.038
aky101.txt,prz184.txt,1.007
aky101.txt,saq180.txt,1.334
aky101.txt,saq233.txt,1.022
aky101.txt,sra42.txt,1.217
aky101.txt,sra126.txt,1.082
aky101.txt,sra140.txt,1.414
aky101.txt,sra223.txt,1.383
aky101.txt,toi36.txt,1.152
aky101.txt,toi43.txt,1.007
aky101.txt,toi213.txt,1.131
aky101.txt,tyc18.txt,1.256
aky101.txt,tyc36.txt,1.097
aky103.txt,aky122.txt,1.564
aky103.txt,aky149.txt,1.468
aky103.txt,aky153.txt,1.017
aky103.txt,aky154.txt,1.261
aky103.txt,aky162.txt,2.258
aky103.txt,aky168.txt,1.04
aky103.txt,ame86.txt,1.14
aky103.txt,ame237.txt,1.376
aky103.txt,avk0.txt,1.033
aky103.txt,bah48.txt,1.326
aky103.txt,bah270.txt,1.803
aky103.txt,bmu392.txt,1.025
aky103.txt,bwa297.txt,2.935
aky103.txt,ecu20.txt,1.043
aky103.txt,edo292.txt,1.612
aky103.txt,ehc171.txt,1.062
aky103.txt,emt135.txt,1.091
aky103.txt,esv107.txt,1.098
aky103.txt,euz139.txt,1.108
aky103.txt,euz211.txt,1.096
aky103.txt,euz223.txt,1.023
aky103.txt,euz277.txt,1.448
aky103.txt,gqc70.txt,1.103
aky103.txt,gqc125.txt,1.064
aky103.txt,gqc130.txt,1.429
aky103.txt,gqc169.txt,1.075
aky103.txt,gqc197.txt,1.093
aky103.txt,gqc233.txt,1.319
aky103.txt,hal56.txt,1.255
aky103.txt,hal160.txt,1.13
aky103.txt,hal197.txt,2.415
aky103.txt,hmd204.txt,1.664
aky103.txt,hmd219.txt,1.475
aky103.txt,hmd400.txt,1.164
aky103.txt,hsz32.txt,1.543
aky103.txt,hsz54.txt,1.037
aky103.txt,hsz76.txt,1.387
aky103.txt,hte5.txt,1.309
aky103.txt,hte64.txt,1.07
aky103.txt,hte138.txt,1.746
aky103.txt,hte211.txt,1.175
aky103.txt,hte269.txt,1.354
aky103.txt,hte311.txt,1.343
aky103.txt,hte342.txt,1.141
aky103.txt,hte357.txt,1.798
aky103.txt,mul97.txt,1.041
aky103.txt,pnl262.txt,1.223
aky103.txt,smu283.txt,1.041
aky104.txt,bah245.txt,1.11
aky104.txt,bwa0.txt,1.266
aky104.txt,saq250.txt,1.338
aky112.txt,aky122.txt,2.946
aky112.txt,aky134.txt,1.236
aky112.txt,aky147.txt,1.195
aky112.txt,aky156.txt,1.008
aky112.txt,aky159.txt,1.31
aky112.txt,aky162.txt,1.206
aky112.txt,aky168.txt,1.276
aky112.txt,ame196.txt,1.071
aky112.txt,ame238.txt,1.105
aky112.txt,bgt16.txt,1.029
aky112.txt,bmu39.txt,1.005
aky112.txt,bmu57.txt,1.021
aky112.txt,bmu58.txt,1.499
aky112.txt,bmu142.txt,1.097
aky112.txt,bmu262.txt,1.656
aky112.txt,bmu415.txt,1.415
aky112.txt,bwa242.txt,1.049
aky112.txt,eft49.txt,1.006
aky112.txt,eft139.txt,1.035
aky112.txt,emt135.txt,1.271
aky112.txt,esv53.txt,1.067
aky112.txt,esv254.txt,1.07
aky112.txt,esv276.txt,1.045
aky112.txt,euz26.txt,1.162
aky112.txt,euz29.txt,1.368
aky112.txt,euz131.txt,1.231
aky112.txt,euz143.txt,1.294
aky112.txt,euz211.txt,1.066
aky112.txt,euz223.txt,1.024
aky112.txt,evj21.txt,1.126
aky112.txt,gqc50.txt,1.113
aky112.txt,gqc136.txt,1.655
aky112.txt,hal121.txt,1.148
aky112.txt,hce40.txt,1.156
aky112.txt,hce180.txt,1.638
aky112.txt,hce294.txt,1.748
aky112.txt,hmd53.txt,1.12
aky112.txt,hmd204.txt,1.264
aky112.txt,hsz15.txt,1.188
aky112.txt,hsz102.txt,1.057
aky112.txt,hsz193.txt,1.002
aky112.txt,hte5.txt,1.349
aky112.txt,hte35.txt,1.061
aky112.txt,hte190.txt,1.407
aky112.txt,hte211.txt,1.066
aky112.txt,hte276.txt,1.075
aky112.txt,hte311.txt,1.433
aky112.txt,hte326.txt,1.116
aky112.txt,hte357.txt,1.445
aky112.txt,hte434.txt,1.065
aky112.txt,hte441.txt,1.358
aky112.txt,mul11.txt,1.135
aky112.txt,mul54.txt,1.112
aky112.txt,mul97.txt,1.22
aky112.txt,peh63.txt,1.549
aky112.txt,pko200.txt,1.237
aky112.txt,pko225.txt,1.418
aky112.txt,pnl82.txt,1.131
aky112.txt,pnl284.txt,1.026
aky112.txt,prz65.txt,1.35
aky112.txt,prz231.txt,1.231
aky112.txt,smu58.txt,1.298
aky112.txt,smu185.txt,1.012
aky112.txt,smu251.txt,1.129
aky112.txt,smu283.txt,1.368
aky112.txt,sra5.txt,1.051
aky112.txt,sra126.txt,1.049
aky112.txt,tvh141.txt,1.283
aky112.txt,tyc38.txt,1.059
aky112.txt,tyc41.txt,1.133
aky113.txt,hal139.txt,1.065
aky114.txt,hte174.txt,1.126
aky114.txt,hte198.txt,1.126
aky115.txt,aky122.txt,1.211
aky115.txt,aky162.txt,1.475
aky115.txt,aky164.txt,1.009
aky115.txt,bwa297.txt,10.006
aky115.txt,bwa299.txt,1.015
aky115.txt,gqc130.txt,1.726
aky115.txt,hal197.txt,1.042
aky115.txt,hce308.txt,1.136
aky115.txt,hmd219.txt,1.106
aky115.txt,hsz32.txt,1.853
aky115.txt,hte357.txt,1.017
aky116.txt,aky122.txt,1.257
aky116.txt,aky137.txt,1.132
aky116.txt,aky162.txt,1.087
aky116.txt,bwa297.txt,1.233
aky116.txt,ehc20.txt,1.477
aky116.txt,hce40.txt,1.208
aky116.txt,hmd219.txt,1.427
aky116.txt,hsz76.txt,1.198
aky116.txt,hte357.txt,1.194
aky116.txt,toi178.txt,1.276
aky117.txt,ame78.txt,1.06
aky117.txt,bmu9.txt,1.391
aky117.txt,bmu200.txt,1.311
aky117.txt,bmu323.txt,1.17
aky117.txt,ehc244.txt,1.136
aky117.txt,emt102.txt,1.087
aky117.txt,enq14.txt,1.107
aky117.txt,erk48.txt,1.021
aky117.txt,erk264.txt,1.053
aky117.txt,euz184.txt,1.725
aky117.txt,gqc233.txt,1.46
aky117.txt,hte190.txt,1.047
aky117.txt,mul34.txt,1.239
aky117.txt,peh225.txt,1.112
aky117.txt,pko79.txt,1.019
aky117.txt,prz8.txt,1.176
aky117.txt,prz12.txt,1.457
aky117.txt,prz87.txt,1.018
aky117.txt,smu192.txt,1.048
aky117.txt,smu228.txt,1.143
aky118.txt,aky122.txt,1.691
aky118.txt,aky123.txt,1.044
aky118.txt,aky139.txt,1.33
aky118.txt,aky141.txt,1.09
aky118.txt,aky146.txt,1.441
aky118.txt,aky149.txt,2.532
aky118.txt,aky151.txt,1.163
aky118.txt,aky154.txt,1.232
aky118.txt,aky162.txt,1.951
aky118.txt,aky164.txt,1.082
aky118.txt,avk0.txt,1.239
aky118.txt,bah1.txt,1.406
aky118.txt,bah208.txt,1.853
aky118.txt,bgt212.txt,1.009
aky118.txt,bgt304.txt,1.092
aky118.txt,bmu58.txt,1.319
aky118.txt,bmu392.txt,1.208
aky118.txt,bwa235.txt,1.19
aky118.txt,bwa297.txt,1.808
aky118.txt,ecu20.txt,1.587
aky118.txt,ecu312.txt,1.678
aky118.txt,edo109.txt,1.013
aky118.txt,edo238.txt,1.277
aky118.txt,edo292.txt,1.086
aky118.txt,eft139.txt,1.162
aky118.txt,eft161.txt,1.249
aky118.txt,eft264.txt,1.057
aky118.txt,ehc19.txt,1.484
aky118.txt,ehc171.txt,1.41
aky118.txt,emt186.txt,1.013
aky118.txt,euz1.txt,1.183
aky118.txt,euz88.txt,1.003
aky118.txt,euz98.txt,1.185
aky118.txt,euz149.txt,1.107
aky118.txt,euz223.txt,1.562
aky118.txt,evj299.txt,1.171
aky118.txt,gqc98.txt,1.577
aky118.txt,gqc118.txt,1.561
aky118.txt,gqc130.txt,1.261
aky118.txt,gqc169.txt,1.487
aky118.txt,gqc197.txt,1.04
aky118.txt,gqc222.txt,1.159
aky118.txt,hal56.txt,1.57
aky118.txt,hal186.txt,1.165
aky118.txt,hmd158.txt,1.089
aky118.txt,hmd204.txt,1.856
aky118.txt,hmd219.txt,2.32
aky118.txt,hsz11.txt,1.127
aky118.txt,hsz15.txt,1.652
aky118.txt,hsz32.txt,1.528
aky118.txt,hsz76.txt,2.192
aky118.txt,hsz102.txt,1.115
aky118.txt,hsz142.txt,1.223
aky118.txt,hsz193.txt,1.154
aky118.txt,hte5.txt,1.536
aky118.txt,hte35.txt,1.188
aky118.txt,hte91.txt,1.239
aky118.txt,hte138.txt,1.872
aky118.txt,hte145.txt,1.027
aky118.txt,hte167.txt,1.227
aky118.txt,hte261.txt,1.073
aky118.txt,hte269.txt,1.807
aky118.txt,hte276.txt,1.967
aky118.txt,hte283.txt,1.242
aky118.txt,hte319.txt,1.12
aky118.txt,hte342.txt,1.085
aky118.txt,hte357.txt,2.792
aky118.txt,mul11.txt,1.053
aky118.txt,peh0.txt,1.775
aky118.txt,peh178.txt,1.097
aky118.txt,smu251.txt,1.055
aky119.txt,aky152.txt,1.373
aky119.txt,aky163.txt,2.583
aky119.txt,ehc1.txt,1.031
aky119.txt,hmd29.txt,1.36
aky119.txt,hmd240.txt,1.393
aky120.txt,aky150.txt,1.093
aky120.txt,aky157.txt,2.235
aky120.txt,hal56.txt,1.605
aky120.txt,hal248.txt,1.071
aky120.txt,hce48.txt,1.691
aky120.txt,hsz131.txt,1.134
aky120.txt,hte269.txt,1.093
aky120.txt,hte319.txt,1.555
aky120.txt,hte427.txt,1.193
aky121.txt,aky134.txt,1.431
aky121.txt,aky164.txt,1.161
aky121.txt,bgt358.txt,1.144
aky121.txt,bmu415.txt,1.058
aky121.txt,emt20.txt,1.045
aky121.txt,gqc143.txt,1.144
aky121.txt,hmd29.txt,1.072
aky121.txt,hsz131.txt,1.177
aky121.txt,hte190.txt,1.067
aky121.txt,hte211.txt,1.134
aky121.txt,peh269.txt,1.152
aky121.txt,prz112.txt,1.496
aky121.txt,smu206.txt,1.047
aky122.txt,aky134.txt,2.017
aky122.txt,aky139.txt,1.801
aky122.txt,aky140.txt,1.502
aky122.txt,aky141.txt,1.103
aky122.txt,aky147.txt,2.342
aky122.txt,aky149.txt,2.376
aky122.txt,aky150.txt,1.522
aky122.txt,aky151.txt,1.532
aky122.txt,aky152.txt,1.255
aky122.txt,aky153.txt,1.154
aky122.txt,aky154.txt,2.085
aky122.txt,aky156.txt,1.557
aky122.txt,aky157.txt,1.854
aky122.txt,aky159.txt,1.55
aky122.txt,aky162.txt,1.629
aky122.txt,aky164.txt,1.76
aky122.txt,aky167.txt,1.526
aky122.txt,aky168.txt,1.7
aky122.txt,alx47.txt,1.354
aky122.txt,ame195.txt,1.178
aky122.txt,ame237.txt,1.2
aky122.txt,avk0.txt,1.441
aky122.txt,bah67.txt,1.241
aky122.txt,bah107.txt,1.54
aky122.txt,bah200.txt,1.138
aky122.txt,bah208.txt,1.3
aky122.txt,bgt358.txt,1.896
aky122.txt,bgt360.txt,1.121
aky122.txt,bmu6.txt,1.329
aky122.txt,bmu57.txt,1.251
aky122.txt,bmu58.txt,1.753
aky122.txt,bmu132.txt,1.206
aky122.txt,bmu142.txt,1.048
aky122.txt,bmu201.txt,1.183
aky122.txt,bmu262.txt,1.87
aky122.txt,bmu292.txt,1.06
aky122.txt,bmu295.txt,1.144
aky122.txt,bmu315.txt,1.076
aky122.txt,bmu374.txt,1.447
aky122.txt,bmu385.txt,1.265
aky122.txt,bmu389.txt,1.411
aky122.txt,bmu390.txt,1.355
aky122.txt,bmu392.txt,1.606
aky122.txt,bmu415.txt,1.923
aky122.txt,bwa133.txt,1.165
aky122.txt,bwa234.txt,1.306
aky122.txt,bwa242.txt,1.057
aky122.txt,bwa297.txt,1.898
aky122.txt,ckh114.txt,1.035
aky122.txt,ecu20.txt,1.531
aky122.txt,ecu52.txt,1.023
aky122.txt,edo292.txt,1.998
aky122.txt,eft106.txt,1.176
aky122.txt,eft139.txt,1.557
aky122.txt,eft165.txt,1.157
aky122.txt,ehc19.txt,1.146
aky122.txt,ehc52.txt,1.13
aky122.txt,emt135.txt,1.844
aky122.txt,enq64.txt,1.093
aky122.txt,enq103.txt,1.577
aky122.txt,esv300.txt,1.251
aky122.txt,esv315.txt,1.379
aky122.txt,euz26.txt,1.183
aky122.txt,euz29.txt,1.8
aky122.txt,euz39.txt,1.764
aky122.txt,euz129.txt,1.15
aky122.txt,euz136.txt,1.24
aky122.txt,euz139.txt,1.318
